day_of_week,month,meal_slot,scenario,academic_event,is_raining,attendance_pct,actual_attendance
3,7,lunch,rain_weekend,holiday,1,0.6292,378
3,7,dinner,rain_weekend,holiday,1,0.6552,393
4,7,breakfast,post_holiday,holiday,0,0.3694,222
4,7,lunch,post_holiday,holiday,0,0.5597,336
4,7,dinner,post_holiday,holiday,0,0.5781,347
5,7,breakfast,post_holiday,holiday,0,0.4112,247
5,7,lunch,post_holiday,holiday,0,0.5472,328
5,7,dinner,post_holiday,holiday,0,0.4781,287
6,7,breakfast,rain_weekend,holiday,1,0.2302,138
6,7,lunch,rain_weekend,holiday,1,0.5738,344
6,7,dinner,rain_weekend,holiday,1,0.5608,337
0,7,breakfast,post_holiday,holiday,0,0.3837,230
0,7,lunch,post_holiday,holiday,0,0.5895,354
0,7,dinner,post_holiday,holiday,0,0.6474,388
1,7,breakfast,post_holiday,holiday,0,0.3945,237
1,7,lunch,post_holiday,holiday,0,0.5719,343
1,7,dinner,post_holiday,holiday,0,0.7487,449
2,7,breakfast,post_holiday,holiday,0,0.3349,201
2,7,lunch,post_holiday,holiday,0,0.561,337
2,7,dinner,post_holiday,holiday,0,0.6912,415
3,7,breakfast,post_holiday,holiday,0,0.3703,222
3,7,lunch,post_holiday,holiday,0,0.5921,355
3,7,dinner,post_holiday,holiday,0,0.6803,408
4,8,breakfast,baseline,,0,0.423,254
4,8,lunch,baseline,,0,0.6076,365
4,8,dinner,baseline,,0,0.7316,439
5,8,breakfast,rain_weekend,,1,0.1858,111
5,8,lunch,rain_weekend,,1,0.4674,280
5,8,dinner,rain_weekend,,1,0.6435,386
6,8,breakfast,best_menu,,0,0.5123,307
6,8,lunch,best_menu,,0,0.9239,554
6,8,dinner,best_menu,,0,0.901,541
0,8,breakfast,baseline,,0,0.4594,276
0,8,lunch,baseline,,0,0.6752,405
0,8,dinner,baseline,,0,0.7668,460
1,8,breakfast,baseline,,0,0.452,271
1,8,lunch,baseline,,0,0.6585,395
1,8,dinner,baseline,,0,0.772,463
2,8,breakfast,rain,,1,0.3269,196
2,8,lunch,rain,,1,0.6287,377
2,8,dinner,rain,,1,0.6196,372
3,8,breakfast,baseline,,0,0.4953,297
3,8,lunch,baseline,,0,0.6911,415
3,8,dinner,baseline,,0,0.7507,450
4,8,breakfast,rain,,1,0.3298,198
4,8,lunch,rain,,1,0.4386,263
4,8,dinner,rain,,1,0.7078,425
5,8,breakfast,rain_weekend,,1,0.216,130
5,8,lunch,rain_weekend,,1,0.5567,334
5,8,dinner,rain_weekend,,1,0.5839,350
6,8,breakfast,rain_weekend,,1,0.1995,120
6,8,lunch,rain_weekend,,1,0.5764,346
6,8,dinner,rain_weekend,,1,0.6712,403
0,8,breakfast,baseline,,0,0.48,288
0,8,lunch,baseline,,0,0.6865,412
0,8,dinner,baseline,,0,0.8006,480
1,8,breakfast,baseline,,0,0.4432,266
1,8,lunch,baseline,,0,0.5292,318
1,8,dinner,baseline,,0,0.7387,443
2,8,breakfast,baseline,,0,0.4151,249
2,8,lunch,baseline,,0,0.6244,375
2,8,dinner,baseline,,0,0.7085,425
3,8,breakfast,rain,pre_holiday,1,0.3357,201
3,8,lunch,rain,pre_holiday,1,0.5611,337
3,8,dinner,rain,pre_holiday,1,0.6648,399
4,8,breakfast,post_holiday,holiday,0,0.3894,234
4,8,lunch,post_holiday,holiday,0,0.4903,294
4,8,dinner,post_holiday,holiday,0,0.5226,314
5,8,breakfast,post_holiday,post_holiday,0,0.3933,236
5,8,lunch,post_holiday,post_holiday,0,0.5941,356
5,8,dinner,post_holiday,post_holiday,0,0.7129,428
6,8,breakfast,best_menu,,0,0.4908,294
6,8,lunch,best_menu,,0,0.7775,466
6,8,dinner,best_menu,,0,0.9346,561
0,8,breakfast,baseline,,0,0.5033,302
0,8,lunch,baseline,,0,0.69,414
0,8,dinner,baseline,,0,0.7267,436
1,8,breakfast,rain,,1,0.3367,202
1,8,lunch,rain,,1,0.4864,292
1,8,dinner,rain,,1,0.6213,373
2,8,breakfast,baseline,,0,0.5073,304
2,8,lunch,baseline,,0,0.6154,369
2,8,dinner,baseline,,0,0.6036,362
3,8,breakfast,rain,,1,0.299,179
3,8,lunch,rain,,1,0.5352,321
3,8,dinner,rain,,1,0.6289,377
4,8,breakfast,baseline,,0,0.4785,287
4,8,lunch,baseline,,0,0.5557,333
4,8,dinner,baseline,,0,0.719,431
5,8,breakfast,weekend,,0,0.2853,171
5,8,lunch,weekend,,0,0.6099,366
5,8,dinner,weekend,,0,0.8252,495
6,8,breakfast,best_menu,,0,0.5314,319
6,8,lunch,best_menu,,0,0.6745,405
6,8,dinner,best_menu,,0,0.9508,570
0,8,breakfast,rain,,1,0.3245,195
0,8,lunch,rain,,1,0.4955,297
0,8,dinner,rain,,1,0.5746,345
1,8,breakfast,rain,,1,0.312,187
1,8,lunch,rain,,1,0.5058,304
1,8,dinner,rain,,1,0.6632,398
2,8,breakfast,baseline,,0,0.4853,291
2,8,lunch,baseline,,0,0.6476,389
2,8,dinner,baseline,,0,0.7081,425
3,8,breakfast,baseline,,0,0.4707,282
3,8,lunch,baseline,,0,0.5895,354
3,8,dinner,baseline,,0,0.6512,391
4,8,breakfast,rain,,1,0.3077,185
4,8,lunch,rain,,1,0.4321,259
4,8,dinner,rain,,1,0.6062,364
5,8,breakfast,rain_weekend,,1,0.2252,135
5,8,lunch,rain_weekend,,1,0.5183,311
5,8,dinner,rain_weekend,,1,0.5898,354
6,8,breakfast,best_menu,,0,0.5912,355
6,8,lunch,best_menu,,0,0.7523,451
6,8,dinner,best_menu,,0,0.8545,513
0,9,breakfast,baseline,,0,0.3662,220
0,9,lunch,baseline,,0,0.539,323
0,9,dinner,baseline,,0,0.7332,440
1,9,breakfast,rain,,1,0.3056,183
1,9,lunch,rain,,1,0.5376,323
1,9,dinner,rain,,1,0.6908,414
2,9,breakfast,rain,,1,0.3021,181
2,9,lunch,rain,,1,0.5326,320
2,9,dinner,rain,,1,0.7257,435
3,9,breakfast,rain,,1,0.3427,206
3,9,lunch,rain,,1,0.4899,294
3,9,dinner,rain,,1,0.6385,383
4,9,breakfast,baseline,,0,0.4155,249
4,9,lunch,baseline,,0,0.5835,350
4,9,dinner,baseline,,0,0.7666,460
5,9,breakfast,rain_weekend,,1,0.1979,119
5,9,lunch,rain_weekend,,1,0.6034,362
5,9,dinner,rain_weekend,,1,0.6971,418
6,9,breakfast,best_menu,,0,0.5649,339
6,9,lunch,best_menu,,0,0.8524,511
6,9,dinner,best_menu,,0,1.0,600
0,9,breakfast,rain,,1,0.3051,183
0,9,lunch,rain,,1,0.5661,340
0,9,dinner,rain,,1,0.6748,405
1,9,breakfast,rain,,1,0.3065,184
1,9,lunch,rain,,1,0.5564,334
1,9,dinner,rain,,1,0.5914,355
2,9,breakfast,exam,exam,0,0.6547,393
2,9,lunch,exam,exam,0,0.7918,475
2,9,dinner,exam,exam,0,0.8247,495
3,9,breakfast,rain_exam,exam,1,0.4939,296
3,9,lunch,rain_exam,exam,1,0.5995,360
3,9,dinner,rain_exam,exam,1,0.6563,394
4,9,breakfast,rain_exam,exam,1,0.5279,317
4,9,lunch,rain_exam,exam,1,0.6292,378
4,9,dinner,rain_exam,exam,1,0.6879,413
5,9,breakfast,rain_exam,exam,1,0.6451,387
5,9,lunch,rain_exam,exam,1,0.702,421
5,9,dinner,rain_exam,exam,1,0.7343,441
6,9,breakfast,exam,exam,0,0.6275,376
6,9,lunch,exam,exam,0,0.7526,452
6,9,dinner,exam,exam,0,0.9072,544
0,9,breakfast,exam,exam,0,0.6519,391
0,9,lunch,exam,exam,0,0.6141,368
0,9,dinner,exam,exam,0,0.8813,529
1,9,breakfast,exam,exam,0,0.6354,381
1,9,lunch,exam,exam,0,0.8399,504
1,9,dinner,exam,exam,0,0.8056,483
2,9,breakfast,exam,exam,0,0.6481,389
2,9,lunch,exam,exam,0,0.7274,436
2,9,dinner,exam,exam,0,0.8587,515
3,9,breakfast,exam,exam,0,0.6941,416
3,9,lunch,exam,exam,0,0.8142,488
3,9,dinner,exam,exam,0,0.8665,520
4,9,breakfast,exam,exam,0,0.6135,368
4,9,lunch,exam,exam,0,0.7783,467
4,9,dinner,exam,exam,0,0.8138,488
5,9,breakfast,exam,exam,0,0.765,459
5,9,lunch,exam,exam,0,0.7262,436
5,9,dinner,exam,exam,0,0.7147,429
6,9,breakfast,rain_weekend,,1,0.2197,132
6,9,lunch,rain_weekend,,1,0.6265,376
6,9,dinner,rain_weekend,,1,0.6799,408
0,9,breakfast,baseline,,0,0.4674,280
0,9,lunch,baseline,,0,0.695,417
0,9,dinner,baseline,,0,0.8052,483
1,9,breakfast,baseline,,0,0.4629,278
1,9,lunch,baseline,,0,0.6792,408
1,9,dinner,baseline,,0,0.7316,439
2,9,breakfast,rain,,1,0.3599,216
2,9,lunch,rain,,1,0.5426,326
2,9,dinner,rain,,1,0.6741,404
3,9,breakfast,rain,,1,0.3018,181
3,9,lunch,rain,,1,0.5338,320
3,9,dinner,rain,,1,0.7061,424
4,9,breakfast,baseline,,0,0.3884,233
4,9,lunch,baseline,,0,0.6224,373
4,9,dinner,baseline,,0,0.8569,514
5,9,breakfast,rain_weekend,,1,0.2087,125
5,9,lunch,rain_weekend,,1,0.5897,354
5,9,dinner,rain_weekend,,1,0.5706,342
6,9,breakfast,rain_weekend,,1,0.2109,127
6,9,lunch,rain_weekend,,1,0.5966,358
6,9,dinner,rain_weekend,,1,0.6469,388
0,9,breakfast,rain,,1,0.3029,182
0,9,lunch,rain,,1,0.5823,349
0,9,dinner,rain,,1,0.6608,396
1,9,breakfast,baseline,,0,0.4552,273
1,9,lunch,baseline,,0,0.6245,375
1,9,dinner,baseline,,0,0.8127,488
2,10,breakfast,pre_holiday,pre_holiday,0,0.3626,218
2,10,lunch,pre_holiday,pre_holiday,0,0.4371,262
2,10,dinner,pre_holiday,pre_holiday,0,0.5515,331
3,10,breakfast,post_holiday,holiday,0,0.3958,238
3,10,lunch,post_holiday,holiday,0,0.5278,317
3,10,dinner,post_holiday,holiday,0,0.6732,404
4,10,breakfast,post_holiday,post_holiday,0,0.3684,221
4,10,lunch,post_holiday,post_holiday,0,0.5282,317
4,10,dinner,post_holiday,post_holiday,0,0.7357,441
5,10,breakfast,weekend,,0,0.312,187
5,10,lunch,weekend,,0,0.606,364
5,10,dinner,weekend,,0,0.7766,466
6,10,breakfast,best_menu,,0,0.4444,267
6,10,lunch,best_menu,,0,0.8249,495
6,10,dinner,best_menu,,0,0.8726,524
0,10,breakfast,baseline,,0,0.4802,288
0,10,lunch,baseline,,0,0.706,424
0,10,dinner,baseline,,0,0.8394,504
1,10,breakfast,baseline,,0,0.4517,271
1,10,lunch,baseline,,0,0.7006,420
1,10,dinner,baseline,,0,0.8509,511
2,10,breakfast,baseline,,0,0.4161,250
2,10,lunch,baseline,,0,0.6435,386
2,10,dinner,baseline,,0,0.7764,466
3,10,breakfast,baseline,,0,0.4669,280
3,10,lunch,baseline,,0,0.7485,449
3,10,dinner,baseline,,0,0.7884,473
4,10,breakfast,baseline,,0,0.4566,274
4,10,lunch,baseline,,0,0.6296,378
4,10,dinner,baseline,,0,0.7729,464
5,10,breakfast,weekend,,0,0.2769,166
5,10,lunch,weekend,,0,0.7709,463
5,10,dinner,weekend,,0,0.8693,522
6,10,breakfast,best_menu,,0,0.5746,345
6,10,lunch,best_menu,,0,0.7944,477
6,10,dinner,best_menu,,0,0.9245,555
0,10,breakfast,baseline,,0,0.4858,291
0,10,lunch,baseline,,0,0.6375,383
0,10,dinner,baseline,,0,0.8346,501
1,10,breakfast,baseline,,0,0.4725,283
1,10,lunch,baseline,,0,0.5911,355
1,10,dinner,baseline,,0,0.8795,528
2,10,breakfast,baseline,,0,0.4757,285
2,10,lunch,baseline,,0,0.5519,331
2,10,dinner,baseline,,0,0.7006,420
3,10,breakfast,baseline,,0,0.4603,276
3,10,lunch,baseline,,0,0.5364,322
3,10,dinner,baseline,,0,0.8123,487
4,10,breakfast,baseline,,0,0.5008,300
4,10,lunch,baseline,,0,0.6289,377
4,10,dinner,baseline,,0,0.7623,457
5,10,breakfast,weekend,,0,0.2785,167
5,10,lunch,weekend,,0,0.6444,387
5,10,dinner,weekend,,0,0.771,463
6,10,breakfast,best_menu,,0,0.4765,286
6,10,lunch,best_menu,,0,0.6932,416
6,10,dinner,best_menu,,0,0.9593,576
0,10,breakfast,baseline,,0,0.4359,262
0,10,lunch,baseline,,0,0.5393,324
0,10,dinner,baseline,,0,0.7093,426
1,10,breakfast,baseline,,0,0.4835,290
1,10,lunch,baseline,,0,0.5943,357
1,10,dinner,baseline,,0,0.8494,510
2,10,breakfast,baseline,,0,0.4254,255
2,10,lunch,baseline,,0,0.7112,427
2,10,dinner,baseline,,0,0.7627,458
3,10,breakfast,baseline,,0,0.4444,267
3,10,lunch,baseline,,0,0.7019,421
3,10,dinner,baseline,,0,0.838,503
4,10,breakfast,baseline,,0,0.4485,269
4,10,lunch,baseline,,0,0.6379,383
4,10,dinner,baseline,,0,0.6908,414
5,10,breakfast,weekend,,0,0.3001,180
5,10,lunch,weekend,,0,0.7639,458
5,10,dinner,weekend,,0,0.859,515
6,10,breakfast,rain_weekend,,1,0.1966,118
6,10,lunch,rain_weekend,,1,0.6319,379
6,10,dinner,rain_weekend,,1,0.6355,381
0,10,breakfast,baseline,,0,0.4468,268
0,10,lunch,baseline,,0,0.5842,351
0,10,dinner,baseline,,0,0.6926,416
1,10,breakfast,baseline,,0,0.4444,267
1,10,lunch,baseline,,0,0.7164,430
1,10,dinner,baseline,,0,0.7192,432
2,10,breakfast,baseline,,0,0.5361,322
2,10,lunch,baseline,,0,0.5798,348
2,10,dinner,baseline,,0,0.6361,382
3,10,breakfast,baseline,,0,0.4202,252
3,10,lunch,baseline,,0,0.6323,379
3,10,dinner,baseline,,0,0.7148,429
4,10,breakfast,rain,,1,0.2926,176
4,10,lunch,rain,,1,0.5257,315
4,10,dinner,rain,,1,0.6561,394
5,11,breakfast,weekend,,0,0.2832,170
5,11,lunch,weekend,,0,0.6805,408
5,11,dinner,weekend,,0,0.6938,416
6,11,breakfast,best_menu,,0,0.5384,323
6,11,lunch,best_menu,,0,0.7744,465
6,11,dinner,best_menu,,0,0.8805,528
0,11,breakfast,rain,,1,0.3001,180
0,11,lunch,rain,,1,0.5628,338
0,11,dinner,rain,,1,0.7061,424
1,11,breakfast,baseline,,0,0.4675,280
1,11,lunch,baseline,,0,0.6212,373
1,11,dinner,baseline,,0,0.7719,463
2,11,breakfast,baseline,,0,0.4683,281
2,11,lunch,baseline,,0,0.5435,326
2,11,dinner,baseline,,0,0.7772,466
3,11,breakfast,baseline,,0,0.442,265
3,11,lunch,baseline,,0,0.6838,410
3,11,dinner,baseline,,0,0.7086,425
4,11,breakfast,baseline,,0,0.4551,273
4,11,lunch,baseline,,0,0.5443,327
4,11,dinner,baseline,,0,0.7356,441
5,11,breakfast,weekend,,0,0.2542,152
5,11,lunch,weekend,,0,0.6283,377
5,11,dinner,weekend,,0,0.7187,431
6,11,breakfast,best_menu,,0,0.5177,311
6,11,lunch,best_menu,,0,0.8895,534
6,11,dinner,best_menu,,0,0.9687,581
0,11,breakfast,baseline,,0,0.4552,273
0,11,lunch,baseline,,0,0.6533,392
0,11,dinner,baseline,,0,0.6983,419
1,11,breakfast,baseline,,0,0.41,246
1,11,lunch,baseline,,0,0.6757,405
1,11,dinner,baseline,,0,0.8212,493
2,11,breakfast,baseline,,0,0.4437,266
2,11,lunch,baseline,,0,0.6536,392
2,11,dinner,baseline,,0,0.5783,347
3,11,breakfast,baseline,,0,0.4459,268
3,11,lunch,baseline,,0,0.6308,378
3,11,dinner,baseline,,0,0.7924,475
4,11,breakfast,baseline,,0,0.409,245
4,11,lunch,baseline,,0,0.6262,376
4,11,dinner,baseline,,0,0.7541,452
5,11,breakfast,weekend,,0,0.3039,182
5,11,lunch,weekend,,0,0.7582,455
5,11,dinner,weekend,,0,0.7153,429
6,11,breakfast,best_menu,,0,0.5884,353
6,11,lunch,best_menu,,0,0.689,413
6,11,dinner,best_menu,,0,0.9129,548
0,11,breakfast,baseline,,0,0.4367,262
0,11,lunch,baseline,,0,0.5875,352
0,11,dinner,baseline,,0,0.7398,444
1,11,breakfast,exam,exam,0,0.5842,351
1,11,lunch,exam,exam,0,0.6647,399
1,11,dinner,exam,exam,0,0.7764,466
2,11,breakfast,exam,exam,0,0.626,376
2,11,lunch,exam,exam,0,0.7318,439
2,11,dinner,exam,exam,0,0.8387,503
3,11,breakfast,exam,exam,0,0.6378,383
3,11,lunch,exam,exam,0,0.8776,527
3,11,dinner,exam,exam,0,0.9632,578
4,11,breakfast,exam,exam,0,0.6837,410
4,11,lunch,exam,exam,0,0.6846,411
4,11,dinner,exam,exam,0,0.7435,446
5,11,breakfast,exam,exam,0,0.7103,426
5,11,lunch,exam,exam,0,0.7947,477
5,11,dinner,exam,exam,0,0.8341,500
6,11,breakfast,rain_exam,exam,1,0.6183,371
6,11,lunch,rain_exam,exam,1,0.6875,413
6,11,dinner,rain_exam,exam,1,0.7102,426
0,11,breakfast,exam,exam,0,0.6559,394
0,11,lunch,exam,exam,0,0.7966,478
0,11,dinner,exam,exam,0,0.7836,470
1,11,breakfast,exam,exam,0,0.6672,400
1,11,lunch,exam,exam,0,0.7773,466
1,11,dinner,exam,exam,0,0.9271,556
2,11,breakfast,exam,exam,0,0.5659,340
2,11,lunch,exam,exam,0,0.702,421
2,11,dinner,exam,exam,0,0.9283,557
3,11,breakfast,exam,exam,0,0.6139,368
3,11,lunch,exam,exam,0,0.6265,376
3,11,dinner,exam,exam,0,0.9882,593
4,11,breakfast,exam,exam,0,0.69,414
4,11,lunch,exam,exam,0,0.7901,474
4,11,dinner,exam,exam,0,0.9067,544
5,11,breakfast,exam,exam,0,0.6415,385
5,11,lunch,exam,exam,0,0.7082,425
5,11,dinner,exam,exam,0,1.0,600
6,11,breakfast,rain_weekend,,1,0.1926,116
6,11,lunch,rain_weekend,,1,0.6223,373
6,11,dinner,rain_weekend,,1,0.6128,368
0,12,breakfast,baseline,,0,0.4262,256
0,12,lunch,baseline,,0,0.6587,395
0,12,dinner,baseline,,0,0.814,488
1,12,breakfast,baseline,,0,0.4534,272
1,12,lunch,baseline,,0,0.6339,380
1,12,dinner,baseline,,0,0.7466,448
2,12,breakfast,baseline,,0,0.4338,260
2,12,lunch,baseline,,0,0.7083,425
2,12,dinner,baseline,,0,0.7435,446
3,12,breakfast,baseline,,0,0.4314,259
3,12,lunch,baseline,,0,0.6891,413
3,12,dinner,baseline,,0,0.7905,474
4,12,breakfast,baseline,,0,0.4407,264
4,12,lunch,baseline,,0,0.6624,397
4,12,dinner,baseline,,0,0.7114,427
5,12,breakfast,weekend,,0,0.3233,194
5,12,lunch,weekend,,0,0.749,449
5,12,dinner,weekend,,0,0.7218,433
6,12,breakfast,best_menu,,0,0.538,323
6,12,lunch,best_menu,,0,0.9105,546
6,12,dinner,best_menu,,0,0.7621,457
0,12,breakfast,rain,,1,0.2818,169
0,12,lunch,rain,,1,0.5063,304
0,12,dinner,rain,,1,0.6149,369
1,12,breakfast,baseline,,0,0.4308,258
1,12,lunch,baseline,,0,0.6337,380
1,12,dinner,baseline,,0,0.7179,431
2,12,breakfast,baseline,,0,0.4781,287
2,12,lunch,baseline,,0,0.6715,403
2,12,dinner,baseline,,0,0.8006,480
3,12,breakfast,baseline,,0,0.4608,276
3,12,lunch,baseline,,0,0.6676,401
3,12,dinner,baseline,,0,0.6881,413
4,12,breakfast,baseline,,0,0.4458,267
4,12,lunch,baseline,,0,0.7267,436
4,12,dinner,baseline,,0,0.8655,519
5,12,breakfast,weekend,,0,0.3599,216
5,12,lunch,weekend,,0,0.6487,389
5,12,dinner,weekend,,0,0.8448,507
6,12,breakfast,best_menu,,0,0.4909,295
6,12,lunch,best_menu,,0,0.8316,499
6,12,dinner,best_menu,,0,0.8923,535
0,12,breakfast,post_holiday,holiday,0,0.3904,234
0,12,lunch,post_holiday,holiday,0,0.5935,356
0,12,dinner,post_holiday,holiday,0,0.6372,382
1,12,breakfast,post_holiday,holiday,0,0.4169,250
1,12,lunch,post_holiday,holiday,0,0.5668,340
1,12,dinner,post_holiday,holiday,0,0.6704,402
2,12,breakfast,post_holiday,holiday,0,0.3513,211
2,12,lunch,post_holiday,holiday,0,0.5171,310
2,12,dinner,post_holiday,holiday,0,0.6019,361
3,12,breakfast,post_holiday,holiday,0,0.4133,248
3,12,lunch,post_holiday,holiday,0,0.5349,321
3,12,dinner,post_holiday,holiday,0,0.7058,423
4,12,breakfast,post_holiday,holiday,0,0.3908,234
4,12,lunch,post_holiday,holiday,0,0.5061,304
4,12,dinner,post_holiday,holiday,0,0.7132,428
5,12,breakfast,rain_weekend,holiday,1,0.202,121
5,12,lunch,rain_weekend,holiday,1,0.5837,350
5,12,dinner,rain_weekend,holiday,1,0.6192,372
6,12,breakfast,post_holiday,holiday,0,0.4027,242
6,12,lunch,post_holiday,holiday,0,0.5077,305
6,12,dinner,post_holiday,holiday,0,0.7883,473
0,12,breakfast,post_holiday,holiday,0,0.3448,207
0,12,lunch,post_holiday,holiday,0,0.5638,338
0,12,dinner,post_holiday,holiday,0,0.7108,426
1,12,breakfast,post_holiday,holiday,0,0.4009,241
1,12,lunch,post_holiday,holiday,0,0.4618,277
1,12,dinner,post_holiday,holiday,0,0.599,359
2,12,breakfast,post_holiday,holiday,0,0.3252,195
2,12,lunch,post_holiday,holiday,0,0.5467,328
2,12,dinner,post_holiday,holiday,0,0.5197,312
3,12,breakfast,post_holiday,holiday,0,0.3669,220
3,12,lunch,post_holiday,holiday,0,0.5056,303
3,12,dinner,post_holiday,holiday,0,0.6534,392
4,12,breakfast,post_holiday,holiday,0,0.4107,246
4,12,lunch,post_holiday,holiday,0,0.5743,345
4,12,dinner,post_holiday,holiday,0,0.6911,415
5,12,breakfast,post_holiday,holiday,0,0.3926,236
5,12,lunch,post_holiday,holiday,0,0.5638,338
5,12,dinner,post_holiday,holiday,0,0.6405,384
6,12,breakfast,post_holiday,holiday,0,0.3731,224
6,12,lunch,post_holiday,holiday,0,0.5062,304
6,12,dinner,post_holiday,holiday,0,0.6547,393
0,12,breakfast,rain_weekend,holiday,1,0.1894,114
0,12,lunch,rain_weekend,holiday,1,0.5682,341
0,12,dinner,rain_weekend,holiday,1,0.6021,361
1,12,breakfast,post_holiday,holiday,0,0.3857,231
1,12,lunch,post_holiday,holiday,0,0.5043,303
1,12,dinner,post_holiday,holiday,0,0.6743,405
2,12,breakfast,post_holiday,holiday,0,0.3402,204
2,12,lunch,post_holiday,holiday,0,0.5859,352
2,12,dinner,post_holiday,holiday,0,0.6061,364
3,1,breakfast,baseline,,0,0.4515,271
3,1,lunch,baseline,,0,0.6912,415
3,1,dinner,baseline,,0,0.7512,451
4,1,breakfast,baseline,,0,0.4696,282
4,1,lunch,baseline,,0,0.6088,365
4,1,dinner,baseline,,0,0.8633,518
5,1,breakfast,weekend,,0,0.2464,148
5,1,lunch,weekend,,0,0.72,432
5,1,dinner,weekend,,0,0.9052,543
6,1,breakfast,best_menu,,0,0.6115,367
6,1,lunch,best_menu,,0,0.7347,441
6,1,dinner,best_menu,,0,0.9657,579
0,1,breakfast,baseline,,0,0.4581,275
0,1,lunch,baseline,,0,0.5688,341
0,1,dinner,baseline,,0,0.7113,427
1,1,breakfast,baseline,,0,0.4823,289
1,1,lunch,baseline,,0,0.6739,404
1,1,dinner,baseline,,0,0.7666,460
2,1,breakfast,baseline,,0,0.4388,263
2,1,lunch,baseline,,0,0.5955,357
2,1,dinner,baseline,,0,0.8022,481
3,1,breakfast,baseline,,0,0.488,293
3,1,lunch,baseline,,0,0.5951,357
3,1,dinner,baseline,,0,0.5856,351
4,1,breakfast,baseline,,0,0.5012,301
4,1,lunch,baseline,,0,0.613,368
4,1,dinner,baseline,,0,0.705,423
5,1,breakfast,weekend,,0,0.3304,198
5,1,lunch,weekend,,0,0.7014,421
5,1,dinner,weekend,,0,0.7649,459
6,1,breakfast,best_menu,,0,0.543,326
6,1,lunch,best_menu,,0,0.9024,541
6,1,dinner,best_menu,,0,0.9304,558
0,1,breakfast,baseline,,0,0.4921,295
0,1,lunch,baseline,,0,0.5741,344
0,1,dinner,baseline,,0,0.7953,477
1,1,breakfast,baseline,,0,0.4382,263
1,1,lunch,baseline,,0,0.5059,304
1,1,dinner,baseline,,0,0.6223,373
2,1,breakfast,baseline,,0,0.4691,281
2,1,lunch,baseline,,0,0.6391,383
2,1,dinner,baseline,,0,0.7611,457
3,1,breakfast,baseline,,0,0.4043,243
3,1,lunch,baseline,,0,0.6319,379
3,1,dinner,baseline,,0,0.7683,461
4,1,breakfast,baseline,,0,0.451,271
4,1,lunch,baseline,,0,0.5523,331
4,1,dinner,baseline,,0,0.8346,501
5,1,breakfast,weekend,,0,0.3488,209
5,1,lunch,weekend,,0,0.6982,419
5,1,dinner,weekend,,0,0.8478,509
6,1,breakfast,best_menu,,0,0.532,319
6,1,lunch,best_menu,,0,0.7626,458
6,1,dinner,best_menu,,0,0.9086,545
0,1,breakfast,baseline,,0,0.4218,253
0,1,lunch,baseline,,0,0.627,376
0,1,dinner,baseline,,0,0.7134,428
1,1,breakfast,baseline,,0,0.4468,268
1,1,lunch,baseline,,0,0.7116,427
1,1,dinner,baseline,,0,0.7383,443
2,1,breakfast,baseline,,0,0.4024,241
2,1,lunch,baseline,,0,0.6107,366
2,1,dinner,baseline,,0,0.7626,458
3,1,breakfast,baseline,,0,0.458,275
3,1,lunch,baseline,,0,0.7034,422
3,1,dinner,baseline,,0,0.7884,473
4,1,breakfast,baseline,,0,0.4479,269
4,1,lunch,baseline,,0,0.7544,453
4,1,dinner,baseline,,0,0.7209,433
5,1,breakfast,weekend,,0,0.271,163
5,1,lunch,weekend,,0,0.8305,498
5,1,dinner,weekend,,0,0.8347,501
6,1,breakfast,rain_weekend,pre_holiday,1,0.22,132
6,1,lunch,rain_weekend,pre_holiday,1,0.633,380
6,1,dinner,rain_weekend,pre_holiday,1,0.7715,463
0,1,breakfast,post_holiday,holiday,0,0.3752,225
0,1,lunch,post_holiday,holiday,0,0.5216,313
0,1,dinner,post_holiday,holiday,0,0.5333,320
1,1,breakfast,post_holiday,post_holiday,0,0.375,225
1,1,lunch,post_holiday,post_holiday,0,0.5737,344
1,1,dinner,post_holiday,post_holiday,0,0.7529,452
2,1,breakfast,baseline,,0,0.4348,261
2,1,lunch,baseline,,0,0.6393,384
2,1,dinner,baseline,,0,0.8092,486
3,1,breakfast,baseline,,0,0.4273,256
3,1,lunch,baseline,,0,0.6869,412
3,1,dinner,baseline,,0,0.7727,464
4,1,breakfast,baseline,,0,0.4309,259
4,1,lunch,baseline,,0,0.5297,318
4,1,dinner,baseline,,0,0.6765,406
5,1,breakfast,weekend,,0,0.3096,186
5,1,lunch,weekend,,0,0.6573,394
5,1,dinner,weekend,,0,0.7727,464
6,2,breakfast,best_menu,,0,0.5101,306
6,2,lunch,best_menu,,0,0.8471,508
6,2,dinner,best_menu,,0,0.8022,481
0,2,breakfast,baseline,,0,0.4598,276
0,2,lunch,baseline,,0,0.6283,377
0,2,dinner,baseline,,0,0.7843,471
1,2,breakfast,baseline,,0,0.4629,278
1,2,lunch,baseline,,0,0.6886,413
1,2,dinner,baseline,,0,0.7792,468
2,2,breakfast,baseline,,0,0.4465,268
2,2,lunch,baseline,,0,0.591,355
2,2,dinner,baseline,,0,0.7457,447
3,2,breakfast,baseline,,0,0.4457,267
3,2,lunch,baseline,,0,0.5882,353
3,2,dinner,baseline,,0,0.7205,432
4,2,breakfast,baseline,,0,0.4366,262
4,2,lunch,baseline,,0,0.6579,395
4,2,dinner,baseline,,0,0.7814,469
